nombre_panel,Irradiancia,Temperatura,Voc,Isc,Ns,alpha_Isc,beta_Voc,Rs,Rsh,Vmpp,Impp,Pmax
panel_MageSolarPowertecPlus190_5MI,100,10,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,32.763781890945474,0.45681508952816663,14.966989957793581
panel_MageSolarPowertecPlus190_5MI,100,15,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,33.35167583791896,0.4554991489893203,15.191659961539763
panel_MageSolarPowertecPlus190_5MI,100,20,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,33.916958479239625,0.4544892659194098,15.41489356144872
panel_MageSolarPowertecPlus190_5MI,100,25,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,34.48224112056028,0.45347040602155964,15.63667588147379
panel_MageSolarPowertecPlus190_5MI,100,30,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,35.047523761880946,0.4524431252142081,15.857011181844634
panel_MageSolarPowertecPlus190_5MI,100,35,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,35.63541770885443,0.45112213203811813,16.07592561288732
panel_MageSolarPowertecPlus190_5MI,100,40,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,36.20070035017509,0.4500852218691353,16.293400248926638
panel_MageSolarPowertecPlus190_5MI,100,45,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,36.765982991495754,0.44904105116554943,16.509435649635964
panel_MageSolarPowertecPlus190_5MI,100,50,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,37.33126563281641,0.4479900386825522,16.724035134914057
panel_MageSolarPowertecPlus190_5MI,100,55,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,37.896548274137075,0.4469325719980781,16.93720179000941
panel_MageSolarPowertecPlus190_5MI,200,10,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,33.93956978489245,0.982704958215946,33.35258350732992
panel_MageSolarPowertecPlus190_5MI,200,15,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,34.550075037518766,0.9815070497185744,33.911142217630406
panel_MageSolarPowertecPlus190_5MI,200,20,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,35.16058029014508,0.9803092752559591,34.46824298181108
panel_MageSolarPowertecPlus190_5MI,200,25,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,35.77108554277139,0.9791116282005708,35.023885808284795
panel_MageSolarPowertecPlus190_5MI,200,30,45.2,5.56,72,0.000267,-0.16213,0.5947,417.408,36.358979489744875,0.9785229854441853,35.57809715800906
